Engine speed,Engine load,Railpressure,Air supply,Crank angle,Intake pressure,Back pressure,Intake temperature,NOx,PM 1,CO2,Pressure cylinder
2079.242896,15.24909055,1059.615682,330.1759047,-6.221489242,1126.065139,3432.348069,73.43531762,51.48419013,0.37625199,14.38472259,55.56138576
1867.056021,78.61573389,1368.629416,889.9607807,3.234326995,1067.616703,2781.667037,51.63120411,428.7196962,4.21119402,82.69048459,89.98271996
2086.649346,74.73789493,2312.06009,1098.353372,9.644689006,2791.775128,1606.561965,63.83419658,684.8344519,1.805333042,85.88380002,143.3971884
820.4498485,120.3530613,1271.158901,487.6452608,3.472795195,2084.175034,1985.181081,42.86334351,874.9620893,1.797312981,63.39381369,173.1939846
2135.583036,134.259153,2529.984492,875.7088833,2.347271805,2975.583548,2631.710325,47.07799835,546.0941297,7.245228077,138.4794094,148.3786679
2105.041164,50.66623741,1982.529997,1058.67649,-7.504948897,2785.163786,1150.103459,41.9749564,233.920311,1.332301034,59.88087319,130.8543757
820.4498485,120.3530613,1271.158901,487.6452608,3.472795195,2084.175034,1985.181081,42.86334351,1139.505354,1.851859156,64.01506611,165.7824992
903.7447408,30.62888484,1650.039653,602.7601869,6.470708707,2631.683432,3797.403335,56.74919814,277.8600094,0.760898301,31.10144934,135.0066774
988.9482409,38.9663568,1471.254208,179.1781556,0.86911652,1186.477575,2334.776826,51.09432,44.19590684,1.837916868,30.58868608,60.16933572
764.6746531,9.525343682,876.2469864,288.2030266,-2.344902784,1848.293888,1117.120239,62.604706,45.27896322,0.295718339,7.340001849,85.67089229
653.7251428,16.65904704,1028.191287,193.8126303,-6.568129552,1948.463786,1734.562824,63.19202976,62.63681259,0.37953793,11.28877781,96.16948992
838.9319807,40.95705828,1518.757889,386.932434,-3.695313071,2423.934384,3615.789873,41.99762451,166.2212783,0.53063378,29.32172592,122.3366401
947.3497868,47.57476571,741.0178273,368.1097114,-6.904750706,2307.659387,1971.43954,62.15621647,109.2803033,0.806452015,31.77727048,108.8447548
891.0095513,89.94155123,1587.941293,508.4324986,-0.725912952,1932.137651,1287.999335,45.28076952,251.1476996,1.85883126,64.08189741,104.2645451
783.2765639,54.0716071,1148.900301,517.9622744,2.188725905,1360.561389,2970.507417,58.14625076,282.73925,0.870645666,45.79475406,82.78951548
697.3270416,30.40862907,768.0111923,411.1050151,6.372632028,1326.910991,3975.893522,68.09833304,131.862964,0.704725563,23.13020166,75.50502691
740.9720242,70.18078038,1256.983082,292.3362744,-5.253359771,2671.871516,3115.868312,53.07487223,315.9913247,0.248929844,31.83253831,131.034587
749.9717161,27.78520732,976.844153,323.6188245,2.662409341,1143.139695,1894.08606,47.0912306,89.25852041,0.792301201,22.44728692,63.54762062
865.6286895,67.46980319,1106.447875,301.3852515,5.505358737,2097.072234,2431.020446,46.26984211,367.2661082,0.221182907,31.12531586,131.3057621
758.5179269,29.31010426,716.9115048,214.4210168,4.711467861,2697.934204,3351.334595,56.89798382,112.9850631,0.414269937,18.70723002,138.6149393
672.5924373,50.97459973,1400.976678,246.5181462,-0.499499936,2861.357466,2818.172617,66.79221741,383.1697571,0.35718266,32.00059663,156.7367121
661.9252473,71.5513703,851.1089745,336.01316,4.107781211,2443.772352,2879.934884,69.23295896,277.7193318,0.178484462,31.52469934,143.7438785
769.7741836,62.73485266,1099.578496,319.8552305,0.095774264,2541.454152,3892.957773,56.57187347,186.6516533,0.268186565,31.50218053,131.1229478
678.6974028,12.05614064,654.9922899,509.1209014,-4.032277497,2067.458749,1347.819203,62.39874083,77.85550032,0.252921165,8.518652161,101.3537738
733.182478,8.264058318,1142.187671,472.6179983,-0.400917558,2382.302483,3286.550619,44.09306347,84.11674033,0.371017769,11.31965251,118.7361435
677.0406067,101.5349972,913.0736652,227.9260013,-7.366455561,1610.169386,2602.628655,61.13747552,383.3031497,1.329531019,46.89440154,92.93344986
851.216732,84.27083421,1140.198691,193.10619,4.73201666,1432.618176,3722.897876,49.838308,223.4182663,1.413814792,42.1251301,93.2626997
774.5380506,49.70363342,1383.585623,124.9380901,5.476239917,1993.604,2071.698001,71.00161106,196.5370478,0.562902589,33.09086001,121.2778034
791.0662889,90.53390718,1317.542436,199.9546555,-1.572098627,1654.501404,3520.376321,63.64497434,319.5717383,1.044285753,41.96133793,98.15563336
657.3381469,32.67615684,596.820705,158.7460322,3.102186215,1807.676586,1042.31477,55.87552211,227.1329423,0.354053875,18.79265481,97.01135709
701.1750087,77.61129022,1458.828073,301.2946872,-8.54541875,2184.590734,1717.919194,40.87261012,162.8050268,0.603960907,37.84567426,116.6260206
670.9355965,61.09231182,1142.770432,485.0087325,7.17113836,1094.175671,1563.353363,56.4614955,293.6766921,1.431218497,51.14859197,92.0406935
895.209375,102.83016,817.0939714,449.2242748,-9.302463594,1786.688969,1919.140235,53.69740434,391.9114804,1.580737643,61.0473089,92.5381075
864.1786531,48.23867579,800.5413288,599.9825682,0.055440494,1589.658512,3495.114976,48.18054164,174.1391761,0.568146323,27.60783315,88.14782343
688.4402245,20.48390426,1407.198112,370.0120716,-3.293165241,1471.745038,3048.725975,59.7972481,87.15391321,0.505061492,18.79512441,73.15543373
1088.158676,75.39356606,1896.02762,480.679134,1.763132703,2586.826955,1711.87311,52.06752277,236.9790997,1.13852417,55.44868604,137.7832145
1386.089417,125.8459568,1785.436862,707.858946,0.524404983,3143.666089,2622.933456,70.84860337,671.8494058,3.576209925,114.4222805,154.2615091
1030.638352,18.55033729,1032.335726,204.8139987,7.30087976,2259.381102,1895.38023,60.95477616,148.7404907,0.510337884,13.8596897,115.2091443
1265.447398,28.63609259,634.1939473,671.068892,-3.636258845,2760.10425,2056.078319,57.99414171,156.7741608,0.404441003,19.11534482,136.6814566
1155.190495,74.06949827,1297.883614,160.8272881,0.161206916,1659.346822,1107.519343,42.40858594,142.971229,1.867320283,39.62482884,83.24528285
1034.914,75.58885402,1551.225798,563.5134533,-9.913968579,1576.110317,2971.203496,63.06800326,249.7182949,1.261452091,61.30708322,86.61089719
1140.397055,8.63720387,1791.286366,651.936614,7.135328092,2203.912621,2700.160054,68.01393498,120.1134194,0.587015868,11.63392208,109.9576042
978.3844963,58.45255365,911.1037309,368.582769,1.736440188,2376.154458,3642.530249,45.65737643,272.1456462,0.467819441,34.68746024,132.147504
1229.472329,33.63997933,563.3724402,790.8661016,1.443240682,2228.151048,3313.46698,66.94946403,196.778556,0.566823456,24.75651548,115.7308905
1405.21057,65.32625549,2146.607229,651.2836579,-4.079492115,2977.817326,2893.857525,52.9313949,332.8282988,0.796319217,57.9250142,142.5838198
1063.015398,45.50761524,977.7436993,223.1939906,3.76893166,1632.981784,2085.641046,53.12399622,218.8298524,0.51736867,24.48239139,95.13655941
1538.323194,71.74589574,1817.401552,979.6514847,-8.777841094,2077.800109,2484.447471,52.43000595,424.0651362,0.964451014,61.36153035,107.4335894
1290.414365,19.03981012,1678.617947,432.6715185,-6.142169903,1463.190344,1681.171973,59.37686115,87.24004383,0.442686542,18.25337513,74.64595627
1373.359078,42.83435103,1622.33663,798.4500655,2.584144003,2049.779445,3493.44135,72.75243969,343.7744916,0.77319823,43.27955417,113.500722
1483.009592,52.34992329,2166.540446,594.8837041,8.143764476,1194.954733,1139.174016,72.67392634,301.5542952,1.33703436,59.9253978,82.20728683
1416.418016,112.1683292,1084.083011,440.9561938,-8.691679978,2278.674216,2838.12092,48.53428948,156.5651863,15.49672343,81.08425414,118.0760881
1223.370284,54.2615719,1784.873217,383.457839,-1.603577891,2718.314675,2488.662722,61.49278203,126.2193676,1.726451158,52.52346833,127.8584108
1302.392334,100.846246,1357.252375,318.3255098,-4.585469936,2167.411522,3348.367844,46.392209,126.2054607,17.31556247,79.65594362,113.3859624
1128.040098,63.83005513,1659.867296,258.3152322,-0.972349071,2405.754719,2636.369066,50.73622926,157.4530282,1.647428073,47.61747742,119.2520647
876.5880093,31.56552307,1129.787135,463.1803364,-0.650314202,2262.929071,2958.424351,68.38109891,176.6416564,0.562227889,19.74568976,112.4600622
974.9887645,92.84960078,733.178161,557.404831,-4.794388865,2350.809634,2419.399856,58.7960105,358.6622643,0.684549437,48.78096493,121.224299
1278.062747,77.48456932,1589.067617,484.9970201,-5.160723934,1103.172083,1460.739656,41.20251358,273.0568447,2.140834481,56.68196967,79.18306315
830.9673563,104.7957225,1118.596235,547.2867644,-4.303224364,1624.920161,2203.207561,71.15658672,378.8680267,3.172404582,78.00722553,100.8437589
1404.158691,128.1140504,1050.266722,559.1626426,-2.576352526,2623.916808,2524.847353,73.683823,195.4127034,10.77144812,97.23506538,124.8810484
786.9352892,23.11525886,1020.828188,251.206003,7.070676072,2394.411435,1341.128602,52.70091337,211.5464622,0.348715824,14.23524112,120.4069296
